SalesDate,Volume,AvgTemperature,BrandPriceSegment,Cloc,TouristicPotential,MalePopulationPercentage,AvgIncome,DayOfWeek,IsInSeason,IsLegalHoliday,Trimester
2017-01-03,19.369999999999997,-7.199999999999999,,,8630.0,49.797029999999985,1792.0,3,False,False,1
2017-01-04,82.613,-2.8000000000000016,,,8630.0,49.797030000000035,1792.0,4,False,False,1
2017-01-05,36.025000000000006,-2.700000000000002,,,8630.0,49.79702999999998,1792.0,5,False,False,1
2017-01-06,46.465,-6.800000000000006,,,8630.0,49.79703000000003,1792.0,6,False,False,1
2017-01-07,28.195,-14.39999999999999,,,8630.0,49.79702999999997,1792.0,7,False,False,1
2017-01-09,35.223000000000006,-12.699999999999996,,,8630.0,49.79702999999998,1792.0,2,False,False,1
2017-01-10,43.13699999999999,-15.700000000000014,,,8630.0,49.797030000000014,1792.0,3,False,False,1
2017-01-11,29.462000000000003,-10.899999999999991,,,8630.0,49.79702999999998,1792.0,4,False,False,1
2017-01-12,41.562,-9.199999999999992,,,8630.0,49.797030000000014,1792.0,5,False,False,1
2017-01-13,95.64499999999998,-1.5,,,8630.0,49.797030000000056,1792.0,6,False,False,1
2017-01-14,29.586999999999996,2.4000000000000026,,,8630.0,49.79703000000002,1792.0,7,False,False,1
2017-01-16,29.825,-3.7999999999999985,,,8630.0,49.79702999999998,1792.0,2,False,False,1
2017-01-17,249.80599999999998,-0.7999999999999994,,,8630.0,49.79703000000003,1792.0,3,False,False,1
2017-01-18,59.8,-0.899999999999999,,,8630.0,49.79703000000004,1792.0,4,False,False,1
2017-01-19,188.36000000000004,-7.199999999999994,,,8630.0,49.79703000000006,1792.0,5,False,False,1
2017-01-20,75.656,-10.100000000000016,,,8630.0,49.797030000000056,1792.0,6,False,False,1
2017-01-21,41.693,-5.0,,,8630.0,49.79703,1792.0,7,False,False,1
2017-01-23,25.532999999999998,-7.800000000000002,,,8630.0,49.79702999999998,1792.0,2,False,False,1
2017-01-24,59.63699999999999,-7.899999999999991,,,8630.0,49.79703000000005,1792.0,3,False,True,1
2017-01-25,79.71399999999998,-4.400000000000003,,,8630.0,49.797030000000035,1792.0,4,False,False,1
2017-01-26,36.461,-10.0,,,8630.0,49.79703000000003,1792.0,5,False,False,1
2017-01-27,153.40099999999998,-9.600000000000016,,,8630.0,49.79703000000006,1792.0,6,False,False,1
2017-01-28,183.90099999999995,-3.900000000000004,,,8630.0,49.79703000000004,1792.0,7,False,False,1
2017-01-30,128.559,-3.2000000000000015,,,8630.0,49.79702999999997,1792.0,2,False,False,1
2017-01-31,125.05399999999999,-2.8000000000000056,,,8630.0,49.797029999999985,1792.0,3,False,False,1
2017-02-01,6.25,-1.5999999999999999,,,8187.0,49.79703,1754.0,4,False,False,1
2017-02-02,86.31,-0.30000000000000043,,,8187.0,49.79703000000006,1754.0,5,False,False,1
2017-02-03,73.838,2.5999999999999965,,,8187.0,49.79703000000007,1754.0,6,False,False,1
2017-02-04,47.66500000000001,3.0999999999999965,,,8187.0,49.79703000000003,1754.0,7,False,False,1
2017-02-06,19.383,4.099999999999999,,,8187.0,49.797029999999985,1754.0,2,False,False,1
