Date,EUR,USD
2018-10-29,4.6628000000,4.0898000000
2018-10-30,4.6665000000,4.1080000000
2018-10-31,4.6668000000,4.1141000000
2018-11-01,4.6639000000,4.0998000000
2018-11-02,4.6621000000,4.0733000000
2018-11-03,4.6621000000,4.0733000000
2018-11-04,4.6621000000,4.0733000000
2018-11-05,4.6612000000,4.0952000000
2018-11-06,4.6640000000,4.0905000000
2018-11-07,4.6617000000,4.0588000000
2018-11-08,4.6630000000,4.0825000000
2018-11-09,4.6588000000,4.1063000000
2018-11-10,4.6588000000,4.1063000000
2018-11-11,4.6588000000,4.1063000000
2018-11-12,4.6586000000,4.1342000000
2018-11-13,4.6599000000,4.1469000000
2018-11-14,4.6590000000,4.1340000000
2018-11-15,4.6635000000,4.1283000000
2018-11-16,4.6639000000,4.1179000000
2018-11-17,4.6639000000,4.1179000000
2018-11-18,4.6639000000,4.1179000000
2018-11-19,4.6650000000,4.0855000000
2018-11-20,4.6662000000,4.0794000000
2018-11-21,4.6644000000,4.0999000000
2018-11-22,4.6553000000,4.0773000000
2018-11-23,4.6584000000,4.1021000000
2018-11-24,4.6584000000,4.1021000000
2018-11-25,4.6584000000,4.1021000000
2018-11-26,4.6585000000,4.1001000000
2018-11-27,4.6599000000,4.1194000000
2018-11-28,4.6580000000,4.1258000000
2018-11-29,4.6560000000,4.1008000000
2018-11-30,4.6560000000,4.1008000000
2018-12-01,4.6560000000,4.1008000000
2018-12-02,4.6560000000,4.1008000000
2018-12-03,4.6566000000,4.1042000000
2018-12-04,4.6519000000,4.0776000000
2018-12-05,4.6542000000,4.1053000000
2018-12-06,4.6556000000,4.1091000000
2018-12-07,4.6480000000,4.0896000000
2018-12-08,4.6480000000,4.0896000000
2018-12-09,4.6480000000,4.0896000000
2018-12-10,4.6495000000,4.0769000000
2018-12-11,4.6528000000,4.0873000000
2018-12-12,4.6605000000,4.1120000000
2018-12-13,4.6485000000,4.0861000000
2018-12-14,4.6540000000,4.1197000000
2018-12-15,4.6540000000,4.1197000000
2018-12-16,4.6540000000,4.1197000000
2018-12-17,4.6550000000,4.1067000000
2018-12-18,4.6478000000,4.0820000000
2018-12-19,4.6571000000,4.0846000000
2018-12-20,4.6598000000,4.0610000000
2018-12-21,4.6458000000,4.0688000000
2018-12-22,4.6458000000,4.0688000000
2018-12-23,4.6458000000,4.0688000000
2018-12-24,4.6413000000,4.0686000000
2018-12-25,4.6413000000,4.0686000000
2018-12-26,4.6413000000,4.0686000000
2018-12-27,4.6471000000,4.0744000000
2018-12-28,4.6581000000,4.0616000000
2018-12-29,4.6581000000,4.0616000000
2018-12-30,4.6581000000,4.0616000000
2018-12-31,4.6639000000,4.0736000000
2019-01-01,4.6639000000,4.0736000000
2019-01-02,4.6639000000,4.0736000000
2019-01-03,4.6656000000,4.1016000000
2019-01-04,4.6647000000,4.0920000000
2019-01-05,4.6647000000,4.0920000000
2019-01-06,4.6647000000,4.0920000000
2019-01-07,4.6634000000,4.0766000000
2019-01-08,4.6670000000,4.0772000000
2019-01-09,4.6722000000,4.0803000000
2019-01-10,4.6764000000,4.0573000000
2019-01-11,4.6782000000,4.0586000000
2019-01-12,4.6782000000,4.0586000000
2019-01-13,4.6782000000,4.0586000000
2019-01-14,4.6771000000,4.0802000000
2019-01-15,4.6822000000,4.0973000000
2019-01-16,4.6830000000,4.1063000000
2019-01-17,4.6890000000,4.1126000000
2019-01-18,4.6975000000,4.1192000000
2019-01-19,4.6975000000,4.1192000000
2019-01-20,4.6975000000,4.1192000000
2019-01-21,4.7081000000,4.1377000000
2019-01-22,4.7142000000,4.1491000000
2019-01-23,4.7569000000,4.1883000000
2019-01-24,4.7569000000,4.1883000000
2019-01-25,4.7648000000,4.2034000000
2019-01-26,4.7648000000,4.2034000000
2019-01-27,4.7648000000,4.2034000000
2019-01-28,4.7628000000,4.1739000000
2019-01-29,4.7601000000,4.1600000000
2019-01-30,4.7555000000,4.1600000000
2019-01-31,4.7348000000,4.1265000000
2019-02-01,4.7517000000,4.1433000000
2019-02-02,4.7517000000,4.1433000000
2019-02-03,4.7517000000,4.1433000000
2019-02-04,4.7546000000,4.1532000000
2019-02-05,4.7440000000,4.1547000000
2019-02-06,4.7427000000,4.1619000000
2019-02-07,4.7391000000,4.1819000000
2019-02-08,4.7445000000,4.1850000000
2019-02-09,4.7445000000,4.1850000000
2019-02-10,4.7445000000,4.1850000000
2019-02-11,4.7437000000,4.1969000000
2019-02-12,4.7412000000,4.2023000000
2019-02-13,4.7435000000,4.1917000000
2019-02-14,4.7451000000,4.2100000000
2019-02-15,4.7383000000,4.2016000000
2019-02-16,4.7383000000,4.2016000000
2019-02-17,4.7383000000,4.2016000000
2019-02-18,4.7401000000,4.1850000000
2019-02-19,4.7480000000,4.1981000000
2019-02-20,4.7576000000,4.1938000000
2019-02-21,4.7559000000,4.1941000000
2019-02-22,4.7619000000,4.1988000000
2019-02-23,4.7619000000,4.1988000000
2019-02-24,4.7619000000,4.1988000000
2019-02-25,4.7594000000,4.1876000000
2019-02-26,4.7617000000,4.1885000000
2019-02-27,4.7408000000,4.1591000000
2019-02-28,4.7416000000,4.1584000000
2019-03-01,4.7433000000,4.1707000000
2019-03-02,4.7433000000,4.1707000000
2019-03-03,4.7433000000,4.1707000000
2019-03-04,4.7397000000,4.1815000000
2019-03-05,4.7506000000,4.1933000000
2019-03-06,4.7473000000,4.2010000000
2019-03-07,4.7448000000,4.1943000000
2019-03-08,4.7410000000,4.2261000000
2019-03-09,4.7410000000,4.2261000000
2019-03-10,4.7410000000,4.2261000000
2019-03-11,4.7516000000,4.2257000000
2019-03-12,4.7568000000,4.2215000000
2019-03-13,4.7632000000,4.2175000000
2019-03-14,4.7640000000,4.2131000000
2019-03-15,4.7569000000,4.2031000000
2019-03-16,4.7569000000,4.2031000000
2019-03-17,4.7569000000,4.2031000000
2019-03-18,4.7525000000,4.1872000000
2019-03-19,4.7564000000,4.1881000000
2019-03-20,4.7607000000,4.1939000000
2019-03-21,4.7558000000,4.1758000000
2019-03-22,4.7509000000,4.1988000000
2019-03-23,4.7509000000,4.1988000000
2019-03-24,4.7509000000,4.1988000000
2019-03-25,4.7538000000,4.2013000000
2019-03-26,4.7564000000,4.2005000000
2019-03-27,4.7620000000,4.2209000000
2019-03-28,4.7603000000,4.2312000000
2019-03-29,4.7628000000,4.2434000000
2019-03-30,4.7628000000,4.2434000000
2019-03-31,4.7628000000,4.2434000000
2019-04-01,4.7625000000,4.2371000000
2019-04-02,4.7614000000,4.2499000000
2019-04-03,4.7585000000,4.2296000000
2019-04-04,4.7542000000,4.2354000000
2019-04-05,4.7508000000,4.2303000000
2019-04-06,4.7508000000,4.2303000000
2019-04-07,4.7508000000,4.2303000000
2019-04-08,4.7507000000,4.2277000000
2019-04-09,4.7526000000,4.2157000000
2019-04-10,4.7611000000,4.2223000000
2019-04-11,4.7596000000,4.2201000000
2019-04-12,4.7587000000,4.2071000000
2019-04-13,4.7587000000,4.2071000000
2019-04-14,4.7587000000,4.2071000000
2019-04-15,4.7619000000,4.2072000000
2019-04-16,4.7599000000,4.2168000000
2019-04-17,4.7622000000,4.2114000000
2019-04-18,4.7619000000,4.2322000000
2019-04-19,4.7607000000,4.2327000000
2019-04-20,4.7607000000,4.2327000000
2019-04-21,4.7607000000,4.2327000000
2019-04-22,4.7584000000,4.2306000000
2019-04-23,4.7581000000,4.2268000000
2019-04-24,4.7560000000,4.2421000000
2019-04-25,4.7581000000,4.2739000000
2019-04-26,4.7581000000,4.2739000000
2019-04-27,4.7581000000,4.2739000000
2019-04-28,4.7581000000,4.2739000000
2019-04-29,4.7581000000,4.2739000000
2019-04-30,4.7582000000,4.2440000000
2019-05-01,4.7582000000,4.2440000000
2019-05-02,4.7579000000,4.2468000000
2019-05-03,4.7561000000,4.2640000000
2019-05-04,4.7561000000,4.2640000000
2019-05-05,4.7561000000,4.2640000000
2019-05-06,4.7552000000,4.2482000000
2019-05-07,4.7586000000,4.2486000000
2019-05-08,4.7578000000,4.2471000000
2019-05-09,4.7599000000,4.2526000000
2019-05-10,4.7584000000,4.2344000000
2019-05-11,4.7584000000,4.2344000000
2019-05-12,4.7584000000,4.2344000000
2019-05-13,4.7607000000,4.2357000000
2019-05-14,4.7616000000,4.2367000000
2019-05-15,4.7615000000,4.2506000000
2019-05-16,4.7616000000,4.2452000000
2019-05-17,4.7621000000,4.2658000000
2019-05-18,4.7621000000,4.2658000000
2019-05-19,4.7621000000,4.2658000000
2019-05-20,4.7607000000,4.2653000000
2019-05-21,4.7627000000,4.2726000000
2019-05-22,4.7625000000,4.2638000000
2019-05-23,4.7601000000,4.2755000000
2019-05-24,4.7612000000,4.2560000000
2019-05-25,4.7612000000,4.2560000000
2019-05-26,4.7612000000,4.2560000000
2019-05-27,4.7601000000,4.2518000000
2019-05-28,4.7619000000,4.2538000000
2019-05-29,4.7607000000,4.2678000000
2019-05-30,4.7582000000,4.2709000000
2019-05-31,4.7487000000,4.2591000000
2019-06-01,4.7487000000,4.2591000000
2019-06-02,4.7487000000,4.2591000000
2019-06-03,4.7450000000,4.2472000000
2019-06-04,4.7348000000,4.2093000000
2019-06-05,4.7295000000,4.1937000000
2019-06-06,4.7183000000,4.1995000000
2019-06-07,4.7190000000,4.1887000000
2019-06-08,4.7190000000,4.1887000000
2019-06-09,4.7190000000,4.1887000000
2019-06-10,4.7182000000,4.1747000000
2019-06-11,4.7232000000,4.1724000000
2019-06-12,4.7229000000,4.1696000000
2019-06-13,4.7227000000,4.1833000000
2019-06-14,4.7228000000,4.1899000000
2019-06-15,4.7228000000,4.1899000000
2019-06-16,4.7228000000,4.1899000000
2019-06-17,4.7228000000,4.1899000000
2019-06-18,4.7249000000,4.2241000000
2019-06-19,4.7260000000,4.2193000000
2019-06-20,4.7287000000,4.1834000000
2019-06-21,4.7233000000,4.1795000000
2019-06-22,4.7233000000,4.1795000000
2019-06-23,4.7233000000,4.1795000000
2019-06-24,4.7223000000,4.1455000000
2019-06-25,4.7205000000,4.1484000000
2019-06-26,4.7199000000,4.1541000000
2019-06-27,4.7224000000,4.1521000000
2019-06-28,4.7351000000,4.1587000000
2019-06-29,4.7351000000,4.1587000000
2019-06-30,4.7351000000,4.1587000000
2019-07-01,4.7328000000,4.1804000000
2019-07-02,4.7352000000,4.1838000000
2019-07-03,4.7356000000,4.1943000000
2019-07-04,4.7240000000,4.1863000000
2019-07-05,4.7245000000,4.1951000000
2019-07-06,4.7245000000,4.1951000000
2019-07-07,4.7245000000,4.1951000000
2019-07-08,4.7214000000,4.2054000000
2019-07-09,4.7269000000,4.2191000000
2019-07-10,4.7337000000,4.2171000000
2019-07-11,4.7339000000,4.1997000000
2019-07-12,4.7317000000,4.2032000000
2019-07-13,4.7317000000,4.2032000000
2019-07-14,4.7317000000,4.2032000000
2019-07-15,4.7320000000,4.1950000000
2019-07-16,4.7340000000,4.2129000000
2019-07-17,4.7345000000,4.2201000000
2019-07-18,4.7326000000,4.2139000000
2019-07-19,4.7315000000,4.2103000000
2019-07-20,4.7315000000,4.2103000000
2019-07-21,4.7315000000,4.2103000000
2019-07-22,4.7231000000,4.2103000000
2019-07-23,4.7204000000,4.2231000000
2019-07-24,4.7194000000,4.2368000000
2019-07-25,4.7218000000,4.2434000000
2019-07-26,4.7273000000,4.2407000000
2019-07-27,4.7273000000,4.2407000000
2019-07-28,4.7273000000,4.2407000000
2019-07-29,4.7278000000,4.2493000000
2019-07-30,4.7301000000,4.2441000000
2019-07-31,4.7336000000,4.2469000000
2019-08-01,4.7317000000,4.2858000000
2019-08-02,4.7340000000,4.2647000000
2019-08-03,4.7340000000,4.2647000000
2019-08-04,4.7340000000,4.2647000000
2019-08-05,4.7334000000,4.2454000000
2019-08-06,4.7311000000,4.2250000000
2019-08-07,4.7309000000,4.2308000000
2019-08-08,4.7307000000,4.2197000000
2019-08-09,4.7273000000,4.2184000000
2019-08-10,4.7273000000,4.2184000000
2019-08-11,4.7273000000,4.2184000000
2019-08-12,4.7265000000,4.2265000000
2019-08-13,4.7270000000,4.2173000000
2019-08-14,4.7216000000,4.2238000000
2019-08-15,4.7216000000,4.2238000000
2019-08-16,4.7274000000,4.2656000000
2019-08-17,4.7274000000,4.2656000000
2019-08-18,4.7274000000,4.2656000000
2019-08-19,4.7284000000,4.2575000000
2019-08-20,4.7305000000,4.2682000000
2019-08-21,4.7274000000,4.2601000000
2019-08-22,4.7260000000,4.2652000000
2019-08-23,4.7216000000,4.2706000000
2019-08-24,4.7216000000,4.2706000000
2019-08-25,4.7216000000,4.2706000000
2019-08-26,4.7251000000,4.2521000000
2019-08-27,4.7322000000,4.2606000000
2019-08-28,4.7305000000,4.2638000000
2019-08-29,4.7277000000,4.2688000000
2019-08-30,4.7294000000,4.2827000000
2019-08-31,4.7294000000,4.2827000000
2019-09-01,4.7294000000,4.2827000000
2019-09-02,4.7230000000,4.3089000000
2019-09-03,4.7273000000,4.3195000000
2019-09-04,4.7272000000,4.2926000000
2019-09-05,4.7300000000,4.2827000000
2019-09-06,4.7332000000,4.2908000000
2019-09-07,4.7332000000,4.2908000000
2019-09-08,4.7332000000,4.2908000000
2019-09-09,4.7320000000,4.2862000000
2019-09-10,4.7318000000,4.2843000000
2019-09-11,4.7340000000,4.2933000000
2019-09-12,4.7363000000,4.2946000000
2019-09-13,4.7354000000,4.2654000000
2019-09-14,4.7354000000,4.2654000000
2019-09-15,4.7354000000,4.2654000000
2019-09-16,4.7340000000,4.2803000000
2019-09-17,4.7352000000,4.2979000000
2019-09-18,4.7354000000,4.2876000000
2019-09-19,4.7415000000,4.2846000000
2019-09-20,4.7432000000,4.2921000000
2019-09-21,4.7432000000,4.2921000000
2019-09-22,4.7432000000,4.2921000000
2019-09-23,4.7491000000,4.3248000000
2019-09-24,4.7485000000,4.3174000000
2019-09-25,4.7439000000,4.3132000000
2019-09-26,4.7460000000,4.3418000000
2019-09-27,4.7505000000,4.3479000000
2019-09-28,4.7505000000,4.3479000000
2019-09-29,4.7505000000,4.3479000000
2019-09-30,4.7511000000,4.3488000000
2019-10-01,4.7512000000,4.3605000000
2019-10-02,4.7499000000,4.3519000000
2019-10-03,4.7483000000,4.3361000000
2019-10-04,4.7483000000,4.3241000000
2019-10-05,4.7483000000,4.3241000000
2019-10-06,4.7483000000,4.3241000000
2019-10-07,4.7472000000,4.3268000000
2019-10-08,4.7479000000,4.3212000000
2019-10-09,4.7502000000,4.3252000000
2019-10-10,4.7498000000,4.3074000000
2019-10-11,4.7582000000,4.3186000000
2019-10-12,4.7582000000,4.3186000000
2019-10-13,4.7582000000,4.3186000000
2019-10-14,4.7536000000,4.3072000000
2019-10-15,4.7524000000,4.3164000000
2019-10-16,4.7537000000,4.3082000000
2019-10-17,4.7550000000,4.2719000000
2019-10-18,4.7556000000,4.2732000000
2019-10-19,4.7556000000,4.2732000000
2019-10-20,4.7556000000,4.2732000000
2019-10-21,4.7592000000,4.2607000000
2019-10-22,4.7601000000,4.2726000000
2019-10-23,4.7600000000,4.2821000000
2019-10-24,4.7528000000,4.2708000000
2019-10-25,4.7563000000,4.2784000000
2019-10-26,4.7563000000,4.2784000000
2019-10-27,4.7563000000,4.2784000000
2019-10-28,4.7569000000,4.2876000000
2019-10-29,4.7567000000,4.2927000000
2019-10-30,4.7572000000,4.2765000000
2019-10-31,4.7576000000,4.2614000000
2019-11-01,4.7545000000,4.2670000000
2019-11-02,4.7545000000,4.2670000000
2019-11-03,4.7545000000,4.2670000000
2019-11-04,4.7550000000,4.2600000000
2019-11-05,4.7540000000,4.2742000000
2019-11-06,4.7626000000,4.2949000000
2019-11-07,4.7597000000,4.2932000000
2019-11-08,4.7615000000,4.3137000000
2019-11-09,4.7615000000,4.3137000000
2019-11-10,4.7615000000,4.3137000000
2019-11-11,4.7627000000,4.3164000000
2019-11-12,4.7619000000,4.3202000000
2019-11-13,4.7635000000,4.3251000000
2019-11-14,4.7669000000,4.3343000000
2019-11-15,4.7667000000,4.3224000000
2019-11-16,4.7667000000,4.3224000000
2019-11-17,4.7667000000,4.3224000000
2019-11-18,4.7729000000,4.3159000000
2019-11-19,4.7759000000,4.3145000000
2019-11-20,4.7776000000,4.3172000000
2019-11-21,4.7808000000,4.3144000000
2019-11-22,4.7729000000,4.3160000000
2019-11-23,4.7729000000,4.3160000000
2019-11-24,4.7729000000,4.3160000000
2019-11-25,4.7722000000,4.3325000000
2019-11-26,4.7765000000,4.3356000000
2019-11-27,4.7792000000,4.3422000000
2019-11-28,4.7788000000,4.3394000000
2019-11-29,4.7781000000,4.3425000000
2019-11-30,4.7781000000,4.3425000000
2019-12-01,4.7781000000,4.3425000000
2019-12-02,4.7777000000,4.3378000000
2019-12-03,4.7762000000,4.3143000000
2019-12-04,4.7744000000,4.3117000000
2019-12-05,4.7764000000,4.3067000000
2019-12-06,4.7785000000,4.3069000000
2019-12-07,4.7785000000,4.3069000000
2019-12-08,4.7785000000,4.3069000000
2019-12-09,4.7777000000,4.3149000000
2019-12-10,4.7787000000,4.3149000000
2019-12-11,4.7794000000,4.3124000000
2019-12-12,4.7791000000,4.2931000000
2019-12-13,4.7786000000,4.2746000000
2019-12-14,4.7786000000,4.2746000000
2019-12-15,4.7786000000,4.2746000000
2019-12-16,4.7781000000,4.2878000000
2019-12-17,4.7769000000,4.2831000000
2019-12-18,4.7773000000,4.2911000000
2019-12-19,4.7740000000,4.2880000000
2019-12-20,4.7736000000,4.2951000000
2019-12-21,4.7736000000,4.2951000000
2019-12-22,4.7736000000,4.2951000000
2019-12-23,4.7716000000,4.3036000000
2019-12-24,4.7794000000,4.3168000000
2019-12-25,4.7794000000,4.3168000000
2019-12-26,4.7794000000,4.3168000000
2019-12-27,4.7799000000,4.2900000000
2019-12-28,4.7799000000,4.2900000000
2019-12-29,4.7799000000,4.2900000000
2019-12-30,4.7785000000,4.2698000000
2019-12-31,4.7793000000,4.2608000000
2020-01-01,4.7793000000,4.2608000000
2020-01-02,4.7793000000,4.2608000000
2020-01-03,4.7789000000,4.2922000000
2020-01-04,4.7789000000,4.2922000000
2020-01-05,4.7789000000,4.2922000000
2020-01-06,4.7760000000,4.2658000000
2020-01-07,4.7750000000,4.2741000000
2020-01-08,4.7776000000,4.2923000000
2020-01-09,4.7774000000,4.3001000000
2020-01-10,4.7795000000,4.3088000000
2020-01-11,4.7795000000,4.3088000000
2020-01-12,4.7795000000,4.3088000000
2020-01-13,4.7791000000,4.2993000000
2020-01-14,4.7794000000,4.2928000000
2020-01-15,4.7798000000,4.2932000000
2020-01-16,4.7795000000,4.2831000000
2020-01-17,4.7792000000,4.2976000000
2020-01-18,4.7792000000,4.2976000000
2020-01-19,4.7792000000,4.2976000000
2020-01-20,4.7788000000,4.3105000000
2020-01-21,4.7790000000,4.3042000000
2020-01-22,4.7786000000,4.3095000000
2020-01-23,4.7790000000,4.3101000000
2020-01-24,4.7790000000,4.3101000000
2020-01-25,4.7790000000,4.3101000000
2020-01-26,4.7790000000,4.3101000000
2020-01-27,4.7798000000,4.3348000000
2020-01-28,4.7787000000,4.3378000000
2020-01-29,4.7769000000,4.3418000000
2020-01-30,4.7790000000,4.3384000000
2020-01-31,4.7779000000,4.3309000000
2020-02-01,4.7779000000,4.3309000000
2020-02-02,4.7779000000,4.3309000000
2020-02-03,4.7788000000,4.3181000000
2020-02-04,4.7779000000,4.3227000000
2020-02-05,4.7768000000,4.3347000000
2020-02-06,4.7651000000,4.3311000000
2020-02-07,4.7642000000,4.3499000000
2020-02-08,4.7642000000,4.3499000000
2020-02-09,4.7642000000,4.3499000000
2020-02-10,4.7668000000,4.3528000000
2020-02-11,4.7696000000,4.3692000000
2020-02-12,4.7662000000,4.3661000000
2020-02-13,4.7646000000,4.3790000000
2020-02-14,4.7694000000,4.4000000000
2020-02-15,4.7694000000,4.4000000000
2020-02-16,4.7694000000,4.4000000000
2020-02-17,4.7748000000,4.4026000000
2020-02-18,4.7800000000,4.4131000000
2020-02-19,4.7789000000,4.4241000000
2020-02-20,4.7834000000,4.4307000000
2020-02-21,4.8026000000,4.4462000000
2020-02-22,4.8026000000,4.4462000000
2020-02-23,4.8026000000,4.4462000000
2020-02-24,4.8024000000,4.4395000000
2020-02-25,4.8079000000,4.4355000000
2020-02-26,4.8074000000,4.4186000000
2020-02-27,4.8068000000,4.3926000000
2020-02-28,4.8127000000,4.3601000000
2020-02-29,4.8127000000,4.3601000000
2020-03-01,4.8127000000,4.3601000000
2020-03-02,4.8103000000,4.3389000000
2020-03-03,4.8074000000,4.3263000000
2020-03-04,4.8057000000,4.3126000000
2020-03-05,4.8086000000,4.3072000000
2020-03-06,4.8110000000,4.2534000000
2020-03-07,4.8110000000,4.2534000000
2020-03-08,4.8110000000,4.2534000000
2020-03-09,4.8184000000,4.2182000000
2020-03-10,4.8170000000,4.2433000000
2020-03-11,4.8167000000,4.2539000000
2020-03-12,4.8157000000,4.2856000000
2020-03-13,4.8174000000,4.3155000000
2020-03-14,4.8174000000,4.3155000000
2020-03-15,4.8174000000,4.3155000000
2020-03-16,4.8242000000,4.3202000000
2020-03-17,4.8448000000,4.3880000000
2020-03-18,4.8438000000,4.4027000000
2020-03-19,4.8440000000,4.4864000000
2020-03-20,4.8444000000,4.5140000000
2020-03-21,4.8444000000,4.5140000000
2020-03-22,4.8444000000,4.5140000000
2020-03-23,4.8443000000,4.5316000000
2020-03-24,4.8445000000,4.4580000000
2020-03-25,4.8367000000,4.4722000000
2020-03-26,4.8345000000,4.4143000000
2020-03-27,4.8332000000,4.3890000000
2020-03-28,4.8332000000,4.3890000000
2020-03-29,4.8332000000,4.3890000000
2020-03-30,4.8297000000,4.3637000000
2020-03-31,4.8254000000,4.3983000000
2020-04-01,4.8246000000,4.4133000000
2020-04-02,4.8288000000,4.4163000000
2020-04-03,4.8286000000,4.4674000000
2020-04-04,4.8286000000,4.4674000000
2020-04-05,4.8286000000,4.4674000000
2020-04-06,4.8280000000,4.4671000000
2020-04-07,4.8314000000,4.4445000000
2020-04-08,4.8338000000,4.4477000000
2020-04-09,4.8278000000,4.4355000000
2020-04-10,4.8277000000,4.4115000000
2020-04-11,4.8277000000,4.4115000000
2020-04-12,4.8277000000,4.4115000000
2020-04-13,4.8297000000,4.4155000000
2020-04-14,4.8327000000,4.4150000000
2020-04-15,4.8345000000,4.4215000000
2020-04-16,4.8360000000,4.4524000000
2020-04-17,4.8360000000,4.4524000000
2020-04-18,4.8360000000,4.4524000000
2020-04-19,4.8360000000,4.4524000000
2020-04-20,4.8360000000,4.4524000000
2020-04-21,4.8345000000,4.4605000000
2020-04-22,4.8382000000,4.4536000000
2020-04-23,4.8414000000,4.4926000000
2020-04-24,4.8412000000,4.4984000000
2020-04-25,4.8412000000,4.4984000000
2020-04-26,4.8412000000,4.4984000000
2020-04-27,4.8360000000,4.4600000000
2020-04-28,4.8436000000,4.4520000000
2020-04-29,4.8425000000,4.4590000000
2020-04-30,4.8421000000,4.4541000000
2020-05-01,4.8421000000,4.4541000000
2020-05-02,4.8421000000,4.4541000000
2020-05-03,4.8421000000,4.4541000000
2020-05-04,4.8387000000,4.4240000000
2020-05-05,4.8290000000,4.4515000000
2020-05-06,4.8258000000,4.4708000000
2020-05-07,4.8242000000,4.4695000000
2020-05-08,4.8278000000,4.4545000000
2020-05-09,4.8278000000,4.4545000000
2020-05-10,4.8278000000,4.4545000000
2020-05-11,4.8295000000,4.4610000000
2020-05-12,4.8297000000,4.4639000000
2020-05-13,4.8349000000,4.4578000000
2020-05-14,4.8376000000,4.4743000000
2020-05-15,4.8390000000,4.4768000000
2020-05-16,4.8390000000,4.4768000000
2020-05-17,4.8390000000,4.4768000000
2020-05-18,4.8392000000,4.4783000000
2020-05-19,4.8395000000,4.4192000000
2020-05-20,4.8421000000,4.4218000000
2020-05-21,4.8425000000,4.4163000000
2020-05-22,4.8422000000,4.4424000000
2020-05-23,4.8422000000,4.4424000000
2020-05-24,4.8422000000,4.4424000000
2020-05-25,4.8396000000,4.4406000000
2020-05-26,4.8415000000,4.4172000000
2020-05-27,4.8432000000,4.4053000000
2020-05-28,4.8421000000,4.3983000000
2020-05-29,4.8426000000,4.3517000000
2020-05-30,4.8426000000,4.3517000000
2020-05-31,4.8426000000,4.3517000000
2020-06-01,4.8426000000,4.3517000000
2020-06-02,4.8419000000,4.3293000000
2020-06-03,4.8398000000,4.3112000000
2020-06-04,4.8387000000,4.3203000000
2020-06-05,4.8393000000,4.2695000000
2020-06-06,4.8393000000,4.2695000000
2020-06-07,4.8393000000,4.2695000000
2020-06-08,4.8393000000,4.2695000000
2020-06-09,4.8377000000,4.2935000000
2020-06-10,4.8338000000,4.2555000000
2020-06-11,4.8358000000,4.2483000000
2020-06-12,4.8340000000,4.2713000000
2020-06-13,4.8340000000,4.2713000000
2020-06-14,4.8340000000,4.2713000000
2020-06-15,4.8337000000,4.2959000000
2020-06-16,4.8360000000,4.2689000000
2020-06-17,4.8350000000,4.3049000000
2020-06-18,4.8394000000,4.2998000000
2020-06-19,4.8421000000,4.3181000000
2020-06-20,4.8421000000,4.3181000000
2020-06-21,4.8421000000,4.3181000000
2020-06-22,4.8415000000,4.3162000000
2020-06-23,4.8428000000,4.2916000000
2020-06-24,4.8432000000,4.2860000000
2020-06-25,4.8422000000,4.3126000000
2020-06-26,4.8421000000,4.3141000000
2020-06-27,4.8421000000,4.3141000000
2020-06-28,4.8421000000,4.3141000000
2020-06-29,4.8439000000,4.2988000000
2020-06-30,4.8423000000,4.3233000000
2020-07-01,4.8372000000,4.3114000000
2020-07-02,4.8319000000,4.2813000000
2020-07-03,4.8378000000,4.3085000000
2020-07-04,4.8378000000,4.3085000000
2020-07-05,4.8378000000,4.3085000000
2020-07-06,4.8365000000,4.2843000000
2020-07-07,4.8397000000,4.2964000000
2020-07-08,4.8406000000,4.2942000000
2020-07-09,4.8408000000,4.2716000000
2020-07-10,4.8418000000,4.2893000000
2020-07-11,4.8418000000,4.2893000000
2020-07-12,4.8418000000,4.2893000000
2020-07-13,4.8423000000,4.2788000000
2020-07-14,4.8430000000,4.2615000000
2020-07-15,4.8433000000,4.2377000000
2020-07-16,4.8429000000,4.2521000000
2020-07-17,4.8428000000,4.2430000000
2020-07-18,4.8428000000,4.2430000000
2020-07-19,4.8428000000,4.2430000000
2020-07-20,4.8427000000,4.2274000000
2020-07-21,4.8417000000,4.2317000000
2020-07-22,4.8401000000,4.1942000000
2020-07-23,4.8353000000,4.1734000000
2020-07-24,4.8340000000,4.1662000000
2020-07-25,4.8340000000,4.1662000000
2020-07-26,4.8340000000,4.1662000000
2020-07-27,4.8276000000,4.1251000000
2020-07-28,4.8335000000,4.1189000000
2020-07-29,4.8342000000,4.1151000000
2020-07-30,4.8321000000,4.1089000000
2020-07-31,4.8316000000,4.0780000000
2020-08-01,4.8316000000,4.0780000000
2020-08-02,4.8316000000,4.0780000000
2020-08-03,4.8351000000,4.1131000000
2020-08-04,4.8341000000,4.0976000000
2020-08-05,4.8336000000,4.0757000000
2020-08-06,4.8359000000,4.0751000000
2020-08-07,4.8375000000,4.0949000000
2020-08-08,4.8375000000,4.0949000000
2020-08-09,4.8375000000,4.0949000000
2020-08-10,4.8359000000,4.1129000000
2020-08-11,4.8347000000,4.1033000000
2020-08-12,4.8357000000,4.1087000000
2020-08-13,4.8344000000,4.0836000000
2020-08-14,4.8358000000,4.1020000000
2020-08-15,4.8358000000,4.1020000000
2020-08-16,4.8358000000,4.1020000000
2020-08-17,4.8344000000,4.0790000000
2020-08-18,4.8349000000,4.0606000000
2020-08-19,4.8390000000,4.0550000000
2020-08-20,4.8396000000,4.0882000000
2020-08-21,4.8400000000,4.0963000000
2020-08-22,4.8400000000,4.0963000000
2020-08-23,4.8400000000,4.0963000000
2020-08-24,4.8402000000,4.0890000000
